feature,ks_statistic,p_value,drift_detected,ref_mean,curr_mean,mean_shift_pct
Montant demandé,0.028026515151515108,7.928658378439086e-05,True,3596.699378181818,4158.73489875,15.626424715326056
PNB analytique (vision commerciale) cumulé,0.03234848484848485,2.7416524403994842e-06,True,172175.3497009091,195323.21346125,13.444354142768834
anciennete_annees,0.007053030303030283,0.9035923573815313,False,4.209047272727273,4.204485000000001,-0.10839205244458291
Délai Estimé (j),0.00978787878787879,0.564641635793119,False,11.56430303030303,11.6615,0.8404913762833416
