feature,ks_statistic,p_value,drift_detected,ref_mean,curr_mean,mean_shift_pct
Montant_demande,0.022340909090909133,0.003183230401231882,True,3465.7203996969697,3989.7380525000003,15.120021016376533
PNB_cumule,0.01986742424242427,0.012234400184528968,True,163898.2926381818,195662.70172125,19.380561305291078
Anciennete_annees,0.011212121212121229,0.39029256680605806,False,4.215576060606061,4.22464875,0.21521825875049355
Delai_traitement_jours,0.043450757575757615,5.312018555245616e-11,True,9.989242424242423,10.416625,4.278428309241767
Age_client,0.012973484848484818,0.2266196136267643,False,44.80175757575758,44.51,-0.6512190403785638
Nb_produits,0.008242424242424273,0.7708729504084249,False,2.562878787878788,2.5845,0.843629914277257
Nb_reclamations_precedentes,0.003193181818181734,0.9999999099517636,False,0.8073939393939394,0.811875,0.5550030025521651
